/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_264.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_264.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_264.jpg,-1,1,0,25.57941
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_365.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_365.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_365.jpg,-1,1,0,26.29242
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_499.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_499.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_499.jpg,0,1,0,27.4177
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_584.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_584.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_584.jpg,0.15,1,0,28.08415
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_680.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_680.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_680.jpg,0.4,1,0,28.82671
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_779.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_779.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_779.jpg,0,1,0,29.62227
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_884.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_884.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_884.jpg,0.15,1,0,30.18684
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_17_972.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_17_972.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_17_972.jpg,0.35,1,0,30.16819
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_071.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_071.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_071.jpg,0.6000001,1,0,30.13741
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_449.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_449.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_449.jpg,-0.8000001,1,0,30.10429
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_512.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_512.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_512.jpg,0,1,0,30.17359
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_611.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_611.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_611.jpg,0,1,0,30.18624
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_709.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_709.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_709.jpg,0,1,0,30.14135
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_807.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_807.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_807.jpg,0,1,0,30.24088
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_901.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_901.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_901.jpg,0,1,0,30.18325
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_18_996.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_18_996.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_18_996.jpg,0.1,1,0,30.15302
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_094.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_094.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_094.jpg,0.35,1,0,30.16951
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_182.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_182.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_182.jpg,0.6000001,1,0,30.12337
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_277.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_277.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_277.jpg,0,1,0,30.11627
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_371.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_371.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_371.jpg,0,1,0,30.06829
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_469.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_469.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_469.jpg,0,1,0,30.28443
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_602.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_602.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_602.jpg,0,1,0,30.30363
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_678.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_678.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_678.jpg,-0.25,1,0,30.19608
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_780.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_780.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_780.jpg,0,1,0,30.19081
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_880.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_880.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_880.jpg,0,1,0,30.19166
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_19_976.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_19_976.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_19_976.jpg,-0.2,1,0,30.18453
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_080.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_080.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_080.jpg,0,1,0,30.18866
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_183.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_183.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_183.jpg,0,1,0,30.19374
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_276.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_276.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_276.jpg,-0.1,1,0,30.18871
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_380.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_380.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_380.jpg,0,1,0,30.18997
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_482.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_482.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_482.jpg,0,1,0,30.19079
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_583.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_583.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_583.jpg,-0.15,1,0,30.18545
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_676.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_676.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_676.jpg,0,1,0,30.19144
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_772.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_772.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_772.jpg,0,1,0,30.19064
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_875.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_875.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_875.jpg,-0.25,1,0,30.17627
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_20_979.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_20_979.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_20_979.jpg,-0.5500001,1,0,30.14007
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_083.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_083.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_083.jpg,-0.8000001,1,0,30.11001
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_184.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_184.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_184.jpg,-1,1,0,30.09619
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_319.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_319.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_319.jpg,0,1,0,30.16289
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_449.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_449.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_449.jpg,0,1,0,30.18471
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_517.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_517.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_517.jpg,0,1,0,30.18798
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_586.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_586.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_586.jpg,0.2,1,0,30.17367
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_713.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_713.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_713.jpg,0.5000001,1,0,30.1392
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_791.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_791.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_791.jpg,0.7,1,0,30.12096
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_21_940.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_21_940.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_21_940.jpg,1,1,0,30.09809
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_014.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_014.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_014.jpg,0,1,0,30.16444
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_084.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_084.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_084.jpg,0,1,0,30.18411
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_184.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_184.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_184.jpg,-0.1,1,0,30.18136
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_277.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_277.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_277.jpg,-0.35,1,0,30.15499
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_364.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_364.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_364.jpg,-0.5500001,1,0,30.13434
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_462.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_462.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_462.jpg,0,1,0,30.18071
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_560.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_560.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_560.jpg,0,1,0,30.18934
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_647.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_647.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_647.jpg,0,1,0,30.1904
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_742.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_742.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_742.jpg,0,1,0,30.19126
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_843.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_843.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_843.jpg,0,1,0,30.18797
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_22_951.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_22_951.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_22_951.jpg,-0.25,1,0,30.1758
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_040.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_040.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_040.jpg,-0.5000001,1,0,30.14748
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_137.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_137.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_137.jpg,0,1,0,30.18728
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_232.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_232.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_232.jpg,-0.25,1,0,30.1818
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_328.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_328.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_328.jpg,0,1,0,30.187
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_427.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_427.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_427.jpg,0,1,0,30.18986
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_539.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_539.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_539.jpg,0,1,0,30.19028
/home/xmagneto/Documents/Self Driving Car/data/IMG/center_2022_10_02_21_14_23_650.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/left_2022_10_02_21_14_23_650.jpg,/home/xmagneto/Documents/Self Driving Car/data/IMG/right_2022_10_02_21_14_23_650.jpg,0,1,0,30.19031
